91936;359207;;Shocktrooper;Soldato d'assalto
99524;359207;;Shocktrooper;Soldato d'assalto
99532;359207;;Shocktrooper;Soldato d'assalto
99604;359207;;Shocktrooper;Soldato d'assalto
99612;359207;;Shocktrooper;Soldato d'assalto
99684;359207;;Shocktrooper;Soldato d'assalto
99692;359207;;Shocktrooper;Soldato d'assalto
99696;359207;;Shocktrooper;Soldato d'assalto
99764;359207;;Shocktrooper;Soldato d'assalto
99772;359207;;Shocktrooper;Soldato d'assalto
99776;359207;;Shocktrooper;Soldato d'assalto
99844;359207;;Shocktrooper;Soldato d'assalto
99852;359207;;Shocktrooper;Soldato d'assalto
99856;359207;;Shocktrooper;Soldato d'assalto
100572;359207;;Shocktrooper;Soldato d'assalto
110216;359207;;Shocktrooper;Soldato d'assalto
111736;359207;;Shocktrooper;Soldato d'assalto
125912;359220;;Shooting from a position at the top of a ladder grants//increased attack power.;Sparare da una posizione in cima a una scala garantisce una maggiore potenza di attacco.
122452;359300;;Show-Off;Esibire
81420;359309;;Shuntr the Mount;Shuntr il Monte
81424;359309;;Shuntr the Mount;Shuntr il Monte
119428;359326;;Shut-In;Recluso
126532;359334;;Sibling Ties;Legami tra fratelli
135552;359347;;Sight Upgrade 1;Potenziamento della vista 1
140288;359347;;Sight Upgrade 1;Potenziamento della vista 1
135680;359363;;Sight Upgrade 2;Potenziamento della vista 2
140416;359363;;Sight Upgrade 2;Potenziamento della vista 2
135808;359379;;Sight Upgrade 3;Potenziamento della vista 3
135936;359395;;Sight Upgrade 4;Potenziamento della vista 4
136064;359411;;Sight Upgrade 5;Potenziamento della vista 5
123316;359427;;Sighting;Avvistamento
123464;359436;;Sighting five or more enemy units grants a boost in//both evasion and attack power.;Avvistare cinque o piu' unit= nemiche garantisce un aumento sia della capacit= di evasione che della potenza di attacco.
78156;359520;;Sima the Elder;Sima il Vecchio
78160;359520;;Sima the Elder;Sima il Vecchio
75436;359535;;Sima the Younger;Sima il Giovane
75440;359535;;Sima the Younger;Sima il Giovane
106160;359552;;Simon;Simone
123032;359558;;Simply moving is so tiring that they are occasionally//unable to do anything afterward.;Anche solo muoversi > cosi stancante che a volte non si riesce a fare nulla dopo.
123412;359646;;Skilled Assassin;Assassino esperto
122308;359663;;Slow Starter;Avvio lento
79240;359676;;Sniper;Cecchino
79252;359676;;Sniper;Cecchino
79784;359676;;Sniper;Cecchino
79796;359676;;Sniper;Cecchino
80328;359676;;Sniper;Cecchino
80340;359676;;Sniper;Cecchino
80872;359676;;Sniper;Cecchino
80884;359676;;Sniper;Cecchino
81416;359676;;Sniper;Cecchino
81428;359676;;Sniper;Cecchino
85776;359676;;Sniper;Cecchino
90564;359676;;Sniper;Cecchino
90572;359676;;Sniper;Cecchino
90644;359676;;Sniper;Cecchino
90652;359676;;Sniper;Cecchino
99924;359676;;Sniper;Cecchino
99932;359676;;Sniper;Cecchino
99936;359676;;Sniper;Cecchino
100004;359676;;Sniper;Cecchino
100012;359676;;Sniper;Cecchino
100016;359676;;Sniper;Cecchino
100084;359676;;Sniper;Cecchino
100092;359676;;Sniper;Cecchino
100096;359676;;Sniper;Cecchino
100164;359676;;Sniper;Cecchino
100172;359676;;Sniper;Cecchino
100176;359676;;Sniper;Cecchino
100244;359676;;Sniper;Cecchino
100252;359676;;Sniper;Cecchino
100256;359676;;Sniper;Cecchino
100892;359676;;Sniper;Cecchino
109608;359676;;Sniper;Cecchino
111432;359676;;Sniper;Cecchino
90576;359683;;Sniper Elite;Cecchino d'<lite
90656;359683;;Sniper Elite;Cecchino d'<lite
109612;359683;;Sniper Elite;Cecchino d'<lite
111436;359683;;Sniper Elite;Cecchino d'<lite
120484;359696;;Sniper Hater;Odiatore dei cecchini
120436;359709;;Sniper Killer;Cecchino assassino
116644;359723;;Sniper Support;Supporto cecchino
123080;359738;;Sometimes Lady Luck abandons them completely, leaving//them unable to inflict critical damage to their target.;A volte la Dea Bendata li abbandona completamente, impedendo loro di infliggere danni critici al bersaglio.
126868;359849;;Song of Peace;Canto di pace
132868;359863;;Spare Belt;Cinghia di ricambio
132872;359863;;Spare Belt;Cinghia di ricambio
139012;359863;;Spare Belt;Cinghia di ricambio
139016;359863;;Spare Belt;Cinghia di ricambio
133252;359874;;Spare Drive Parts;Parti di ricambio per unit=
133256;359874;;Spare Drive Parts;Parti di ricambio per unit=
132996;359892;;Spare Idler;Rullo di scorta
133000;359892;;Spare Idler;Rullo di scorta
139140;359892;;Spare Idler;Rullo di scorta
139144;359892;;Spare Idler;Rullo di scorta
132864;359904;;Spare Tread 1;Battistrada di ricambio 1
139008;359904;;Spare Tread 1;Battistrada di ricambio 1
132992;359918;;Spare Tread 2;Battistrada di ricambio 2
139136;359918;;Spare Tread 2;Battistrada di ricambio 2
133120;359932;;Spare Tread 3;Battistrada di ricambio 3
133248;359946;;Spare Tread 4;Battistrada di ricambio 4
133124;359960;;Spare Tread Set;Set di battistrada di ricambio
133128;359960;;Spare Tread Set;Set di battistrada di ricambio
122500;359976;;Stage Fright;Paura del palcoscenico
124852;359989;;Stand Ready;Preparatevi
118616;360001;;Standing in a grassy field helps them relax, enhancing//their defense.;Stare in un campo erboso li aiuta a rilassarsi, rafforzando la loro difesa.
120536;360072;;Standing near tanks makes them happy, driving up their//attack abilities.;Stare vicino ai carri armati li rende felici e aumenta le loro capacit= di attacco.
118376;360146;;Standing on bare dirt leads to a boost in concentration,//raising accuracy.;Stare in piedi sulla nuda terra aumenta la concentrazione e quindi la precisione.
118904;360222;;Standing on loose sand sharpens awareness, leading//to improved evasion.;Stare in piedi sulla sabbia sciolta acuisce la consapevolezza, migliorando le capacit= di evasione.
118520;360295;;Standing on paved roads reminds them of the city,//making them feel right at home and upping their defense.;Stare sulle strade asfaltate ricorda loro la citt=, facendoli sentire come a casa e rafforzando le loro difese.
89768;360403;;Stark;Severo
92888;360403;;Stark;Severo
122260;360409;;Starting Dash;Avvio di Dash
123268;360423;;Stealth;furtivit=
134788;360431;;Steel Alloy Plate;Piastra in lega di acciaio
134792;360431;;Steel Alloy Plate;Piastra in lega di acciaio
139908;360431;;Steel Alloy Plate;Piastra in lega di acciaio
139912;360431;;Steel Alloy Plate;Piastra in lega di acciaio
131072;360449;;Steel Upgrade 1;Aggiornamento acciaio 1
137344;360449;;Steel Upgrade 1;Aggiornamento acciaio 1
131456;360465;;Steel Upgrade 2;Aggiornamento acciaio 2
137472;360465;;Steel Upgrade 2;Aggiornamento acciaio 2
131584;360481;;Steel Upgrade 3;Aggiornamento acciaio 3
137600;360481;;Steel Upgrade 3;Aggiornamento acciaio 3
131712;360497;;Steel Upgrade 4;Aggiornamento acciaio 4
136068;360513;;Stereoscopic Sight;Vista stereoscopica
136072;360513;;Stereoscopic Sight;Vista stereoscopica
97688;360532;;Stijnen;Stijnen
121492;360540;;Stonewall;Muro di pietra
96808;360550;;Streiss;Stress
126820;360558;;Strong-Willed;volitivo
126148;360572;;Super Accuracy;Super precisione
124996;360587;;Super Anti-armor;Super Anti-armatura
124324;360604;;Super Damage;Super Danno
125572;360617;;Super Defense;Super Difesa
123556;360631;;Super Evasion;Super Evasione
125668;360645;;Super First Aid;Super Primo Soccorso
125620;360661;;Super Repair;Super Riparazione
97524;360674;;Susie;Susie
97532;360674;;Susie;Susie
97536;360674;;Susie;Susie
97544;360674;;Susie;Susie
79244;360680;;Sytreet the Lynx;Sytreet la lince
79248;360680;;Sytreet the Lynx;Sytreet la lince
194612;360697;;T-MAG 1;T-MAG 1
195124;360705;;T-MAG 10;T-MAG 10
195380;360714;;T-MAG 11;T-MAG 11
195636;360723;;T-MAG 12;T-MAG 12
194868;360732;;T-MAG 2;T-MAG 2
195892;360740;;T-MAG 20;T-MAG 20
165640;360749;;TRAIN;TRENO
91784;360755;;Tallith;Tallito
129408;360763;;Tank Body;Corpo del serbatoio
129664;360763;;Tank Body;Corpo del serbatoio
129024;360773;;Tank Cannon Turret;Torretta del cannone del carro armato
129152;360773;;Tank Cannon Turret;Torretta del cannone del carro armato
125188;360792;;Tank Destroyer;Cacciacarri
154372;360792;;Tank Destroyer;Cacciacarri
158548;360792;;Tank Destroyer;Cacciacarri
158556;360792;;Tank Destroyer;Cacciacarri
163124;360792;;Tank Destroyer;Cacciacarri
163132;360792;;Tank Destroyer;Cacciacarri
163332;360792;;Tank Destroyer;Cacciacarri
163340;360792;;Tank Destroyer;Cacciacarri
120580;360807;;Tank Hater;Odiatore di carri armati
124756;360818;;Tank Killer;Distruttore di carri armati
120532;360830;;Tank Lover;Amante dei carri armati
124900;360841;;Tank Slayer;Cacciatore di carri armati
80332;360853;;Tavyse the Beast;Tavyse la Bestia
80336;360853;;Tavyse the Beast;Tavyse la Bestia
106376;360870;;Taylor;Taylor
97044;360877;;Ted;Ted
97052;360877;;Ted;Ted
97056;360877;;Ted;Ted
97064;360877;;Ted;Ted
155432;360881;;The Bull's Horns;Le corna del toro
155436;360881;;The Bull's Horns;Le corna del toro
126728;360898;;The awesome power of the Valkyrur awakens within her//when her HP falls below half-full.;Il potere incredibile della Valkyrur si risveglia dentro di lei quando i suoi HP scendono sotto la met=.
125672;360987;;The healing powers of Ragnaid (L) are occasionally//increased.;I poteri curativi di Ragnaid (L) vengono occasionalmente aumentati.
123512;361050;;The healing powers of Ragnaid (S) are occasionally//increased.;I poteri curativi di Ragnaid (S) vengono occasionalmente aumentati.
124088;361050;;The healing powers of Ragnaid (S) are occasionally//increased.;I poteri curativi di Ragnaid (S) vengono occasionalmente aumentati.
124808;361050;;The healing powers of Ragnaid (S) are occasionally//increased.;I poteri curativi di Ragnaid (S) vengono occasionalmente aumentati.
118808;361113;;The smell of iron clears the head, leading to a boost//in attack power.;L'odore del ferro schiarisce la testa, aumentando la potenza d'attacco.
198708;361185;;Theimer M01;Temerario M01
266036;361185;;Theimer M01;Temerario M01
252980;361197;;Theimer M01R;Teimer M01R
198964;361210;;Theimer M02;Temerario M02
199220;361222;;Theimer M03;Temerario M03
199476;361234;;Theimer M10;Il timone M10
253236;361246;;Theimer M10R;Motore M10R
199732;361259;;Theimer M11;Il timone M11
199988;361271;;Theimer M12;Il timone M12
200244;361283;;Theimer M20;Teimer M20
253492;361295;;Theimer M20R;Motore M20R
178996;361308;;Theimer MAG T1;Il MAG T1
226100;361323;;Theimer MAG T2;Il MAG T2
226356;361338;;Theimer MAG T3;Il MAG T3
125000;361353;;Their attack power against tanks is greatly boosted a//set percentage of the time.;Il loro potere d'attacco contro i carri armati > notevolmente aumentato in una determinata percentuale del tempo.
124712;361436;;Their attack power against tanks is occasionally//increased.;La loro potenza di attacco contro i carri armati viene occasionalmente aumentata.
125144;361497;;Their attack power against tanks is permanently//greatly enhanced.;Il loro potere di attacco contro i carri armati > notevolmente/permanentemente migliorato.
126200;361564;;Their attacks can occasionally ignore the target's//defenses.;A volte i loro attacchi possono ignorare le difese del bersaglio.
126296;361626;;Their firing accuracy is greatly enhanced on a//permanent basis.;La precisione del loro tiro > notevolmente migliorata in modo permanente.
123368;361691;;Their keen eyes pierce the dark of night, allowing for//visibility equal to that in the middle of the day.;I loro occhi acuti penetrano l'oscurit= della notte, consentendo una visibilit= pari a quella del giorno.
122168;361798;;Their keen sight is unimpeded by the darkness of night,//letting them fire with enhanced accuracy.;La loro vista acuta non > ostacolata dall'oscurit= della notte, consentendo loro di sparare con maggiore precisione.
122840;361897;;Their natural aggression gives them a chance of//attacking twice in a row.;La loro naturale aggressivit= d= loro la possibilit= di attaccare due volte di seguito.
122312;361972;;Their true abilities come to the surface only after//five turns have gone by.;Le loro vere abilit= vengono alla luce solo dopo cinque turni.
126344;362050;;Their zoom-in capability is enhanced a set percentage//of the time.;La loro capacit= di zoom > potenziata in una determinata percentuale del tempo.
97924;362118;;Theold;Ilvecchio
97932;362118;;Theold;Ilvecchio
97936;362118;;Theold;Ilvecchio
124952;362125;;They can occasionally follow up an attack by loading//one more round of ammunition.;Occasionalmente possono dare seguito a un attacco caricando un altro colpo di munizioni.
126104;362125;;They can occasionally follow up an attack by loading//one more round of ammunition.;Occasionalmente possono dare seguito a un attacco caricando un altro colpo di munizioni.
120584;362209;;They feel uncomfortable around tanks, and their attack//power suffers as a result when standing near one.;Si sentono a disagio vicino ai carri armati e il loro attacco/potenza ne risente quando ci si trova vicino.
123848;362315;;They have a chance of being able to move twice//consecutively.;Hanno la possibilit= di muoversi due volte consecutivamente.
123896;362378;;They have a chance of recovering all of their HP//after attacking.;Hanno la possibilit= di recuperare tutti i loro HP dopo aver attaccato.
124664;362378;;They have a chance of recovering all of their HP//after attacking.;Hanno la possibilit= di recuperare tutti i loro HP dopo aver attaccato.
124616;362445;;They have a set chance of being able to attack//twice consecutively.;Hanno una probabilit= stabilita di poter attaccare due volte di seguito.
125240;362514;;They have a set chance of recovering all ammunition//after attacking.;Hanno una probabilit= stabilita di recuperare tutte le munizioni dopo aver attaccato.
126392;362514;;They have a set chance of recovering all ammunition//after attacking.;Hanno una probabilit= stabilita di recuperare tutte le munizioni dopo aver attaccato.
124568;362584;;They have a set chance of returning to life with full HP//when their HP reaches zero.;Hanno una certa probabilit= di tornare in vita con tutti i PV quando i loro PV raggiungono lo zero.
125768;362670;;They have a set probability of being able to take two //actions consecutively.;Hanno una probabilit= determinata di riuscire a compiere due azioni consecutive.
123224;362749;;They have a set probability of enjoying enhanced//evasion abilities.;Hanno una certa probabilit= di godere di abilit= di evasione migliorate.
112740;362818;;Thin Tree;Albero sottile
123652;362828;;Third Eye;Terzo occhio
106164;362838;;Thomas;Tommaso
97768;362845;;Thompson;thompsons, il piu' grande scrittore di musica
106380;362845;;Thompson;thompsons, il piu' grande scrittore di musica
123800;362854;;Through intense focus, they are occasionally able to//make all shots hit a single point.;Grazie alla loro intensa concentrazione, riescono occasionalmente a far si che tutti i tiri colpiscano un singolo punto.
119240;362943;;Tight spaces like trenches create a suffocating feeling,//leading to a drop in attack power.;Gli spazi angusti, come le trincee, creano una sensazione di soffocamento, con conseguente calo della potenza di attacco.
106168;363036;;Tom;ragazzo
120008;363040;;Too many enemies in the surrounding area make for too//many targets. Unable to decide, their accuracy drops.;Troppi nemici nell'area circostante creano troppi bersagli. Incapaci di decidere, la loro precisione cala.
134276;363149;;Torsion Bar;Barra di torsione
134280;363149;;Torsion Bar;Barra di torsione
170616;363161;;Tower;Torre
170620;363161;;Tower;Torre
170824;363161;;Tower;Torre
170828;363161;;Tower;Torre
171032;363161;;Tower;Torre
171036;363161;;Tower;Torre
113844;363167;;Tower Rubble;Macerie della torre
86856;363180;;Town Watchman;guardiano della citt=
86864;363180;;Town Watchman;guardiano della citt=
86868;363180;;Town Watchman;guardiano della citt=
87400;363180;;Town Watchman;guardiano della citt=
87408;363180;;Town Watchman;guardiano della citt=
87412;363180;;Town Watchman;guardiano della citt=
101044;363180;;Town Watchman;guardiano della citt=
101052;363180;;Town Watchman;guardiano della citt=
101056;363180;;Town Watchman;guardiano della citt=
101124;363180;;Town Watchman;guardiano della citt=
101132;363180;;Town Watchman;guardiano della citt=
101136;363180;;Town Watchman;guardiano della citt=
155080;363194;;Toyold the Bull;Toyold il Toro
155084;363194;;Toyold the Bull;Toyold il Toro
224052;363210;;Tr npaK 1;Trasporti npaK 1
128900;363220;;Tread Def;Definizione del battistrada
128932;363230;;Tread HP;Battistrada HP
113172;363239;;Trolley Entrance;Ingresso del carrello
90176;363256;;Trooper Elite;Soldato d'<lite
90336;363256;;Trooper Elite;Soldato d'<lite
110220;363256;;Trooper Elite;Soldato d'<lite
111740;363256;;Trooper Elite;Soldato d'<lite
120196;363270;;Trooper Hater;Odiatore di soldati
120148;363284;;Trooper Killer;Soldato assassino
91128;363299;;Turner;Tornitore
131332;363306;;Turret Armor;Corazza della torretta
131336;363306;;Turret Armor;Corazza della torretta
136580;363319;;Turret Magazine;Rivista della torretta
136584;363319;;Turret Magazine;Rivista della torretta
76524;363335;;Ty the Immortal;Ty l'Immortale
76528;363335;;Ty the Immortal;Ty l'Immortale
78700;363335;;Ty the Immortal;Ty l'Immortale
78704;363335;;Ty the Immortal;Ty l'Immortale
87948;363335;;Ty the Immortal;Ty l'Immortale
87952;363335;;Ty the Immortal;Ty l'Immortale
102516;363351;;UKr B 1;Regno Unito B 1
103428;363359;;UKr B 10;Regno Unito B 10
102420;363368;;UKr B 11;Regno Unito B 11
103044;363377;;UKr B 2;Regno Unito B 2
103092;363385;;UKr B 3;Regno Unito B 3
103140;363393;;UKr B 4;Regno Unito B 4
103188;363401;;UKr B 5;Regno Unito B 5
103284;363409;;UKr B 6;Regno Unito B 6
103236;363417;;UKr B 7;Regno Unito B 7
103332;363425;;UKr B 8;Regno Unito B 8
103380;363433;;UKr B 9;Regno Unito B 9
100744;363441;;U_Anti-Tank;U_Anti-Tank
86328;363453;;U_AntiTank;U_AntiTank
85240;363464;;U_Assault;U_Assault
100584;363464;;U_Assault;U_Assault
100824;363474;;U_Engineer;U_Engineer
84696;363485;;U_Scout;U_Scout
100664;363485;;U_Scout;U_Scout
85784;363493;;U_Sniper;U_Sniper
100904;363493;;U_Sniper;U_Sniper
106388;363502;;Ullman;Ullman
126292;363509;;Ult. Accuracy;Precisione massima
125140;363523;;Ult. Anti-armor;Ult. Anti-armatura
124516;363539;;Ultimate Damage;Danno finale
125716;363555;;Ultimate Defense;Difesa definitiva
123748;363572;;Ultimate Evade;Schivata definitiva
106172;363587;;Ulysses;Ulisse
106176;363595;;Umberto;Umberto
122600;363603;;Unable to forgive themselves for harming another person,//they cannot take any further action after attacking.;Incapaci di perdonarsi per aver fatto del male a un'altra persona, non riescono a intraprendere ulteriori azioni dopo aver aggredito.
122216;363714;;Unable to see well in the dark, they're quick to panic//at night, meaning a loss in accuracy when firing.;Non riuscendo a vedere bene al buio, di notte vanno facilmente nel panico, il che significa una perdita di precisione quando sparano.
122020;363820;;Under Pressure;Sotto pressione
123988;363835;;Undercover Fire;Fuoco sotto copertura
140804;363851;;Underside Magazine;Rivista Underside
140808;363851;;Underside Magazine;Rivista Underside
106384;363870;;Underwood;Sottobosco
118420;363880;;Undodgeable Shot;Tiro non schivabile
124276;363880;;Undodgeable Shot;Tiro non schivabile
125380;363880;;Undodgeable Shot;Tiro non schivabile
102468;363897;;Unif K 1;Unit= K 1
102948;363906;;Unif K 10;Unit= K 10
102996;363916;;Unif K 11;Unit= K 11
102564;363926;;Unif K 2;Unit= K 2
102612;363935;;Unif K 3;Unit= K 3
102660;363944;;Unif K 4;Unit= K 4
102708;363953;;Unif K 5;Unit= K 5
102756;363962;;Unif K 6;Unit= K 6
102804;363971;;Unif K 7;Unit= K 7
102852;363980;;Unif K 8;Unit= K 8
102900;363989;;Unif K 9;Unit= K 9
101456;363998;;Uniform Upgrade 1;Aggiornamento uniforme 1
101888;364016;;Uniform Upgrade 10;Aggiornamento uniforme 10
101504;364035;;Uniform Upgrade 2;Aggiornamento uniforme 2
101552;364053;;Uniform Upgrade 3;Aggiornamento uniforme 3
101600;364071;;Uniform Upgrade 4;Aggiornamento uniforme 4
101648;364089;;Uniform Upgrade 5;Aggiornamento uniforme 5
101696;364107;;Uniform Upgrade 6;Aggiornamento uniforme 6
101744;364125;;Uniform Upgrade 7;Aggiornamento uniforme 7
101792;364143;;Uniform Upgrade 8;Aggiornamento uniforme 8
101840;364161;;Uniform Upgrade 9;Aggiornamento uniforme 9
123076;364179;;Unlucky;Sfortunato
126488;364187;;Unshaken even when surrounded by foes, he remains calmly//in command, enjoying a boost in his parameters.;Impassibile anche quando > circondato dai nemici, mantiene il comando con calma, godendo di un potenziamento dei suoi parametri.
258356;364293;;Ur 2022;Il tuo 2022
254516;364301;;Ur MK 201;Il tuo MK 201
254772;364311;;Ur MK 272;Il tuo MK 272
258612;364321;;Ur MK 311;Il tuo MK 311
255028;364331;;Ur MK v251;Il tuo MK v251
255284;364342;;Ur MK v258;Il tuo MK v258
242228;364353;;Ur pKmkl 204;Il tuo pKmkl 204
261428;364366;;Ur pKmkl 301;Il tuo pKmkl 301
241460;364379;;Ur pMG 01;Il tuo pMG 01
241716;364389;;Ur pMG 02;Il tuo pMG 02
241972;364399;;Ur pMG 03;Il tuo pMG 03
225588;364409;;Ur pMG 71;Il tuo pMG 71
238644;364419;;Ur pMG 72;Il tuo pMG 72
238900;364429;;Ur pMG 73;Il tuo pMG 73
239156;364439;;Ur pMG 74;Il tuo pMG 74
239412;364449;;Ur pMG 75;Il tuo pMG 75
239668;364459;;Ur pMG 76;Il tuo pMG 76
239924;364469;;Ur pMG 77;Il tuo pMG 77
240180;364479;;Ur pMG 78;Il tuo pMG 78
240436;364489;;Ur pMG 91;Il tuo pMG 91
240692;364499;;Ur pMG 92;Il tuo pMG 92
240948;364509;;Ur pMG 93;Il tuo pMG 93
241204;364519;;Ur pMG k1;Il tuo pMG k1
242484;364529;;Ur pMG s71;Il tuo pMG s71
242740;364540;;Ur pMG s72;Il tuo pMG s72
242996;364551;;Ur pMG s73;Il tuo pMG s73
257844;364562;;Ur pMG s901;Il tuo pMG s901
258100;364574;;Ur pMG s911;Il tuo pMG s911
257332;364586;;Ur pMG s921;Il tuo pMG s921
257588;364598;;Ur pMG s922;Il tuo pMG s922
243252;364610;;Ur pMG sw71;Il tuo pMG sw71
243508;364622;;Ur pMG sw72;Il tuo pMG sw72
243764;364634;;Ur pMG sw73;Il tuo pMG sw73
244020;364646;;Ur pMG v71;Il tuo pMG v71
244276;364657;;Ur pMG v72;Il tuo pMG v72
244532;364668;;Ur pMG v73;Il tuo pMG v73
263220;364668;;Ur pMG v73;Il tuo pMG v73
256820;364679;;Ur svTMG 71;Il tuo svTMG 71
97048;364691;;Ustinov;Ustinov
261172;364699;;VB FW;VB FW
213556;364705;;VB FW 1;VB FW 1
253748;364713;;VB FW 1(g);VB FW 1(g)
230196;364724;;VB FW 1B;VB FW 1B
213812;364733;;VB FW 2;VB FW 2
254004;364741;;VB FW 2(g);VB FW 2(g)
230452;364752;;VB FW 2B;VB FW 2B
270132;364761;;VB FW 91;VB FW 91
273716;364770;;VB FW 92;VB FW 92
270388;364779;;VB FW 93;VB FW 93
212276;364788;;VB GGG 0;VBGG 0
212532;364797;;VB GGG 1;VB GGG 1
212788;364806;;VB GGG 2;VB GGG 2
213044;364815;;VB GGG 3;VB GGG 3
213300;364824;;VB GGG 4;VB GGG 4
230964;364833;;VB GGG 5;VB GGG 5
272180;364842;;VB GGG 92;VB GGG 92
272436;364852;;VB GGG 93;VB GGG 93
272692;364862;;VB GGG 94;VB GGG 94
225332;364872;;VB PL 0;Italiano: VBPL0
178740;364880;;VB PL 1;VB PL 1
209204;364888;;VB PL 2;VB PL 2
209460;364896;;VB PL 3;VB PL 3
209716;364904;;VB PL 4;VB PL 4
209972;364912;;VB PL 5;VB PL 5
270644;364920;;VB PL 93;VB PL 93
270900;364929;;VB PL 94;VB PL 94
271156;364938;;VB PL 95;VB PL 95
174644;364947;;VB WF 0;VB WF 0
230708;364955;;VB WF 1;VB WF 1
211764;364963;;VB WF 2;VB WF 2
211252;364971;;VB WF 3;VB WF 3
212020;364979;;VB WF 4;VB WF 4
211508;364987;;VB WF 5;VB WF 5
271412;364995;;VB WF 92;VB WF 92
271668;365004;;VB WF 93;VB WF 93
271924;365013;;VB WF 94;VB WF 94
260404;365022;;VB pFW 1;VB pFW 1
260660;365031;;VB pFW 2;VB pFW 2
260916;365040;;VB pFW 3;VB pFW 3
106180;365049;;Val;Val
106392;365053;;Valentine;Valentine
168744;365063;;Valkof;Valkof
168748;365063;;Valkof;Valkof
168756;365063;;Valkof;Valkof
126724;365070;;Valkyria;Valkyria
93208;365079;;Varrot;Varrottino
93368;365079;;Varrot;Varrottino
93448;365079;;Varrot;Varrottino
106396;365086;;Vassel;Vaso
127012;365093;;Veggie-Maniac;Maniaco-vegetariano
106184;365107;;Vicky;Vizia
135428;365113;;Visor;Visiera
135432;365113;;Visor;Visiera
140164;365113;;Visor;Visiera
140168;365113;;Visor;Visiera
96324;365119;;Vyse;Vyse
96332;365119;;Vyse;Vyse
96336;365119;;Vyse;Vyse
96344;365119;;Vyse;Vyse
158984;365124;;WOLF_1;LUPO_1
159192;365131;;WOLF_2;LUPO_2
171880;365138;;WOLF_add_ARMOR;WOLF_aggiungi_ARMATURA
97848;365153;;Walker;Camminatore
98004;365160;;Walter;Gualtiero
98012;365160;;Walter;Gualtiero
98016;365160;;Walter;Gualtiero
98024;365160;;Walter;Gualtiero
106400;365167;;Warner;Ammonitore
106188;365174;;Warren;Conigliera
106404;365181;;Watson;Watson
97124;365188;;Wavy;Wavy
97132;365188;;Wavy;Wavy
97136;365188;;Wavy;Wavy
97144;365188;;Wavy;Wavy
84136;365193;;Welkin;Welkin
84144;365193;;Welkin;Welkin
84148;365193;;Welkin;Welkin
89524;365193;;Welkin;Welkin
89532;365193;;Welkin;Welkin
89536;365193;;Welkin;Welkin
89544;365193;;Welkin;Welkin
92324;365193;;Welkin;Welkin
92332;365193;;Welkin;Welkin
92336;365193;;Welkin;Welkin
92340;365193;;Welkin;Welkin
92404;365193;;Welkin;Welkin
92412;365193;;Welkin;Welkin
92416;365193;;Welkin;Welkin
92420;365193;;Welkin;Welkin
100404;365193;;Welkin;Welkin
100412;365193;;Welkin;Welkin
100416;365193;;Welkin;Welkin
120964;365200;;Welkin Hater;Odiatore di Welkin
120916;365213;;Welkin Lover;Amante del cielo
100424;365226;;Welkin_Private;Welkin_Private
84152;365241;;Welkin_private;Welkin_private
96484;365256;;Wendy;Wendy
96492;365256;;Wendy;Wendy
96496;365256;;Wendy;Wendy
96504;365256;;Wendy;Wendy
121784;365262;;When HP reaches a single digit, their warrior's//spirit burns brightest, granting raised accuracy.;Quando gli HP raggiungono una sola cifra, lo spirito del guerriero arde al massimo, garantendo una maggiore precisione.
121832;365361;;When HP reaches a single digit, they dive headlong//into despair, causing lowered firing accuracy.;Quando gli HP raggiungono una sola cifra, si gettano a capofitto nella disperazione, riducendo la precisione di fuoco.
122072;365460;;When ammo stores run out, they manage to scrounge//some up from somewhere or other.;Quando le scorte di munizioni finiscono, riescono a recuperarne un po' da qualche parte.
126632;365544;;When any of her close friends are nearby, the desire to//protect them drives all of her abilities up.;Quando uno dei suoi amici piu' cari si trova nelle vicinanze, il desiderio di proteggerlo potenzia tutte le sue capacit=.
123992;365646;;When crouching, their attack power is boosted.;Quando sono accovacciati, il loro potere d'attacco aumenta.
122936;365693;;When faced with an enemy counterattack, sheer terror//sometimes prevents them from evading.;Quando si trovano di fronte a un contrattacco nemico, il puro terrore a volte impedisce loro di schivare.
121400;365785;;When hidden from view, they can remain calm, cool and//collected, leading to stronger defense.;Quando sono nascosti alla vista, riescono a mantenere la calma, la calma e il controllo, il che porta a una difesa piu' forte.
119432;365880;;When holed up in camp, they cease to pay attention to//the world outside, causing a drop in defense.;Quando sono barricati nell'accampamento, smettono di prestare attenzione al mondo esterno, causando un calo della difesa.
124760;365981;;When near a tank, they enjoy heightened accuracy.;Quando sono vicino a un carro armato, godono di una precisione maggiore.
124904;366031;;When near two or more tanks, they receive a boost to//attack-related parameters.;Quando si > in prossimit= di due o piu' carri armati, questi ricevono un potenziamento dei parametri relativi all'attacco.
126920;366112;;When surrounded by allies, he feels the drive and energy//to work that much harder, enjoying a boost in abilities.;Quando > circondato da alleati, sente la spinta e l'energia per lavorare ancora piu' duramente, godendo di un potenziamento delle sue abilit=.
126536;366227;;Whenever Darcsens are nearby, his thoughts drift to his//sister, Isara, and his abilities are enhanced.;Ogni volta che Darcsen > nelle vicinanze, i suoi pensieri vanno alla sorella Isara e le sue abilit= si potenziano.
120872;366331;;Whenever a close friend is nearby, they just can't help//but chitchat, a distraction that lowers their accuracy.;Ogni volta che hanno un caro amico nelle vicinanze, non possono fare a meno di chiacchierare, una distrazione che riduce la loro precisione.
